timestamp,platform,agent,symbol,action,confidence,trend,risk_level,entry,stop_loss,take_profit,reason
2026-06-13 11:04:04,MT4,btc-agent,BTCUSD,BUY,0.80,bullish,medium,63815.94,63415.94,64415.94,"EMA20 > EMA50, MACD bullish, price near upper Bollinger band. Stop at 1.5×ATR below entry, take profit at 1.5×risk above entry."
2026-06-13 11:06:19,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,low,0.0,0.0,0.0,"RSI neutral (56), EMA20>EMA50 y MACD positivo sugieren alcista, pero el precio está cerca de resistencia (63839.99) y las señales recientes fallaron. La confluencia no es suficiente para justificar un trade con confianza baja."
2026-06-13 11:08:25,MT4,btc-agent,BTCUSD,HOLD,0.40,bullish,medium,63819.13,63400.0,63839.99,"EMA20>EMA50 y precio encima de EMA20 (alcista), MACD positivo, pero RSI neutral y últimas señales fallidas reducen confianza. Precio cerca de resistencia pero sin confirmación de ruptura."
2026-06-13 11:10:28,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63796.01,63400.0,63839.99,"EMA20 > EMA50 (alcista), MACD positivo y precio cerca de resistencia. RSI neutral, pero confianza baja por fallas recientes."
2026-06-13 11:12:47,MT4,btc-agent,BTCUSD,HOLD,0.25,sideways,low,0.0,0.0,0.0,"RSI en zona extrema (>70) y ATR disparado indican sobrecompra y volatilidad alta. Las señales anteriores fallaron (0/2), y la tendencia H1 no confirma confluencia clara. El rebote reciente podría ser una falsa ruptura sin volumen significativo."
2026-06-13 11:15:23,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63793.99,63391.99,63994.99,"EMA20>EMA50 y precio por encima de EMA20 (alcista), MACD positivo con histograma alcista. Precio cerca de soporte 63400 y Bollinger en 67% del rango. ATR alto (268) justifica stop más amplio. Sin embargo, aciertos recientes en el símbolo son 0/2, lo que reduce la confianza."
2026-06-13 11:18:16,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,medium,0.0,0.0,0.0,"EMA20 > EMA50 y MACD positivo sugieren alcista, pero RSI neutral y previos errores de señales reducen confianza. La proximidad a resistencia 63839.99 requiere confirmación con volumen para evitar barridos."
2026-06-13 11:20:20,MT4,btc-agent,BTCUSD,HOLD,0.25,bullish,low,0.0,0.0,0.0,"RSI neutral (56.6), EMA20>EMA50 y MACD positivo sugieren alcista, pero las señales recientes fallaron (4/4 adversas). El precio está cerca de resistencia (63839.99) pero RSI no está sobrecomprado. ATR elevado requiere stops amplios, pero la confluencia no justifica entrada con confianza baja."
2026-06-13 11:22:55,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"No hay confluencia técnica clara en los indicadores (no proporcionados), y las señales anteriores fallaron en 4 intentos consecutivos. El sentimiento de noticias es ambiguo sin confirmación de rupturas de niveles o volumen."
2026-06-13 11:24:43,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63825.91,63426.83,63839.99,"EMA20 > EMA50 y precio encima de EMA20, MACD positivo (histograma alcista), pero confianza baja por fallos recientes de señales. Stop en soporte inmediato, take profit en resistencia cercana."
2026-06-13 11:26:49,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"No hay confluencia técnica clara, todas las señales anteriores fallaron (0/4 aciertos) y la volatilidad reciente no justifica entrada. El sentimiento de titulares es ruido sin confirmación de indicadores."
2026-06-13 11:29:27,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"Hold debido a 4 señales anteriores fallidas en el mismo símbolo, falta de confluencia técnica clara y volatilidad elevada sin tendencia definida en H1."
2026-06-13 11:31:43,MT4,btc-agent,BTCUSD,HOLD,0.30,sideways,low,0.0,0.0,0.0,"Señales anteriores fallaron en 0/4, RSI probablemente en zona sobrecomprada y volatilidad alta sin confluencia clara entre indicadores"
2026-06-13 11:33:55,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,low,0.0,0.0,0.0,"EMA20 > EMA50 y MACD positivo sugieren alcista, pero RSI neutral y recientes señales adversas reducen confianza. Precio cerca de resistencia sin confirmación de ruptura."
2026-06-13 11:35:46,MT4,btc-agent,BTCUSD,BUY,0.55,bullish,medium,63798.01,63400.0,63839.99,"EMA20 > EMA50 (alcista), MACD histograma positivo y precio cerca de resistencia. Sin embargo, las señales anteriores fallaron, lo que reduce la confianza."
2026-06-13 11:37:58,MT4,btc-agent,BTCUSD,HOLD,0.25,bullish,medium,0.0,0.0,0.0,"EMA20/EMA50 y MACD indican tendencia alcista, pero RSI neutral y volatilidad alta (ATR 269.88) reducen confianza. Las señales recientes han fallado (4/4 adversas), y el precio se aproxima a resistencias sin confirmación de ruptura. No hay eventos económicos de impacto inminente."
2026-06-13 11:40:16,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,medium,0.0,0.0,0.0,"EMA20 > EMA50 y precio encima de EMA20 sugieren alcista, pero RSI en zona neutral y MACD histograma positivo no justifican entrada. Aciertos recientes en señales son 0/4, lo que reduce confianza. La proximidad a resistencia 63839.99 y volatilidad alta (ATR=269.88) exige stops amplios, pero falta confluencia clara con otros indicadores."
2026-06-13 11:42:51,MT4,btc-agent,BTCUSD,HOLD,0.25,sideways,low,0.0,0.0,0.0,Señales anteriores fallaron en 4 intentos consecutivos; falta confluencia técnica clara y RSI probablemente en zona de sobrecompra/oversold. Volatilidad alta sin tendencia definida en H1.
2026-06-13 11:45:18,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"RSI neutral (55.9), EMA20>EMA50 y MACD positivo sugieren alcista, pero las últimas señales fallaron (4/4 adversas). El precio se aproxima a resistencias sin romperlas, y la volatilidad alta (ATR 269.87) exige stops amplios. Confluencia débil y confianza baja tras pérdidas recientes."
2026-06-13 11:47:40,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,low,0.0,0.0,0.0,"Bullish EMA20/EMA50 crossover and positive MACD, but recent 4 buy signals failed with -0.06% average loss. RSI neutral (55.8), price near Bollinger upper band (69% range) without confirmation. High ATR (269.88) and low confidence due to poor signal accuracy."
2026-06-13 11:50:05,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,high,0.0,0.0,0.0,"Señales anteriores fallidas (4/4 adversas), falta de confluencia técnica y volatilidad elevada sin tendencia clara. RSI probablemente en zona extrema y no hay confirmación de ruptura con volumen."
2026-06-13 11:52:06,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,Conflicto entre EMA20>EMA50 (alcista) y MACD histograma bajista. Precio cerca de banda inferior de Bollinger pero sin confluencia clara. Aciertos recientes nulos y volatilidad alta (ATR 272.55) justifican hold.
2026-06-13 11:54:11,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"Conflicto entre EMA20/EMA50 (alcista) y MACD (bajista). Precio cerca de soporte pero RSI neutral. Últimas señales fallidas reducen confianza. Volatilidad alta requiere stops amplios, pero falta confluencia clara."
2026-06-13 11:56:41,MT4,btc-agent,BTCUSD,HOLD,0.30,sideways,low,0.0,0.0,0.0,Señales anteriores fallaron en 5 intentos consecutivos; falta confluencia técnica clara y volatilidad no justifica entrada sin confirmación de tendencia
2026-06-13 11:58:58,MT4,btc-agent,BTCUSD,HOLD,0.25,sideways,low,0.0,0.0,0.0,"Conflicto entre EMA20/EMA50 (alcista) y MACD (bajista). RSI neutral, precio cerca de banda inferior de Bollinger. Historial reciente de señales adversas (0/5 aciertos) y volatilidad alta (ATR 272.79) requiere cautela. No hay confluencia clara para entrar."
2026-06-13 12:01:36,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,MACD histograma bajista contradice EMA alcista; RSI neutral; Bollinger en zona media; últimas señales fallidas; volatilidad alta sin tendencia clara
2026-06-13 12:04:05,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,No hay datos técnicos suficientes para confirmar tendencia. Todas las señales anteriores fallaron (5/5 adversas) y la volatilidad reciente (ATR no especificada) sugiere riesgo elevado sin confluencia clara.
2026-06-13 12:05:45,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"Conflicto entre EMA20/EMA50 (alcista) y MACD (bajista). RSI neutral, precio en zona media de Bollinger. ATR elevado pero sin tendencia clara. Últimas señales fallidas y volatilidad elevada reducen confianza."
2026-06-13 12:07:46,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,Conflicto entre EMA20>EMA50 (alcista) y MACD histograma bajista; RSI neutral; últimas señales fallidas; precio cerca de soporte pero sin confluencia clara para entrar
2026-06-13 12:09:48,MT4,btc-agent,BTCUSD,HOLD,0.25,sideways,medium,0.0,0.0,0.0,"Conflicto entre EMA20/EMA50 (alcista) y MACD (bajista). RSI neutral, pero últimas señales fallidas (0/5) y volatilidad alta (ATR=256.85) reducen confianza. Precio cerca de resistencia 63810 pero sin ruptura confirmada."
2026-06-13 12:12:03,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,low,0.0,0.0,0.0,EMA20/EMA50 bullish but MACD histogram bearish; price near resistance without strong confluence; recent signals had 0/5 accuracy
2026-06-13 12:14:37,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,high,0.0,0.0,0.0,No hay confluencia técnica clara y las señales anteriores fallaron en 100%. La volatilidad elevada y el sentimiento mixto (noticias de apetito de riesgo vs estrategias de cobertura) generan riesgo de reversión.
2026-06-13 12:16:59,MT4,btc-agent,BTCUSD,HOLD,0.30,sideways,low,0.0,0.0,0.0,Señales anteriores fallaron en 5 intentos consecutivos; falta confluencia técnica clara y volatilidad elevada sin tendencia definida.
2026-06-13 12:19:07,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,low,0.0,0.0,0.0,"EMA20>EMA50 y precio encima de EMA20 sugieren tendencia alcista, pero MACD histograma bajista contradice la señal. RSI neutral, volatilidad alta (ATR=257) y aciertos recientes nulos requieren cautela. No hay confluencia suficiente entre indicadores."
2026-06-13 12:21:39,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,high,0.0,0.0,0.0,"EMA20/50 bullish but MACD bearish; price near lower Bollinger band with weak bullish momentum. Recent buy signals failed (0/5 accuracy), low confidence despite partial support from EMA20/50."
2026-06-13 12:24:17,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"No hay datos técnicos suficientes para analizar, y las señales anteriores fallaron (0/5). La falta de confluencia en indicadores clave y la volatilidad sin dirección justifican el hold."
2026-06-13 12:26:32,MT4,btc-agent,BTCUSD,HOLD,0.30,sideways,low,0.0,0.0,0.0,"EMA20>EMA50 sugiere alcista, pero MACD histograma negativo y RSI neutral. Recientes señales fallidas requieren conservadurismo; no hay confluencia clara para entrar."
2026-06-13 12:28:39,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,RSI en zona extrema (>70) y todas las señales anteriores fallaron (0/5). Sin confluencia de indicadores técnicos claros y volatilidad alta (ATR) sin tendencia definida.
2026-06-13 12:30:51,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"Todas las señales anteriores fallaron (0/5), volatilidad alta sin tendencia clara y falta de confluencia técnica. No hay datos suficientes para justificar un trade."
2026-06-13 12:32:41,MT4,btc-agent,BTCUSD,BUY,0.30,bullish,medium,63806.0,63417.33,63810.0,"EMA20 > EMA50 y precio encima de EMA20 (alcista), MACD positivo y precio cerca de resistencia. Sin embargo, aciertos recientes son 0/5 y RSI neutral, lo que reduce confianza."
2026-06-13 12:34:32,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,medium,0.0,0.0,0.0,"EMA20/EMA50 y MACD indican alcista, pero RSI neutral y volatilidad alta reducen confianza. Las señales recientes fallaron y el precio se acerca a resistencia clave sin confluencia clara."
2026-06-13 12:36:53,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,low,0.0,0.0,0.0,"Bollinger price near upper band (78% range) + EMA20/50 bullish + MACD bullish, pero RSI neutral y aciertos recientes 0/5. Volatilidad alta (ATR 262) y confluencia parcial sin confirmación de ruptura de resistencia clave (63839.99)."
2026-06-13 12:39:19,MT4,btc-agent,BTCUSD,HOLD,0.15,sideways,low,0.0,0.0,0.0,"Señales anteriores fallaron en 0/5; falta datos técnicos clave (RSI, EMA, MACD, etc.) para confirmar tendencia. Sentimiento de noticias es ambiguo (optimismo vs. especulación). Volatilidad alta sin confluencia técnica clara."
2026-06-13 12:41:27,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63840.01,63446.62,63863.97,"EMA20 > EMA50 (alcista), MACD positivo y precio cerca de resistencia. Sin embargo, aciertos recientes son 0/5 y volatilidad alta."
2026-06-13 12:43:53,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63852.07,63458.68,63863.97,"EMA20 > EMA50 (alcista), MACD histograma positivo y precio cerca de resistencia. RSI neutral, Bollinger en 80% del rango. Stop 1.5×ATR detrás de soportes."
2026-06-13 12:46:40,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,medium,0.0,0.0,0.0,"Bullish EMA20/EMA50 crossover and positive MACD confirm trend, but RSI neutral and recent buy signals failed. Price near key resistance with high ATR suggests caution; hold to avoid false breakouts."
2026-06-13 12:48:49,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,medium,0.0,0.0,0.0,"EMA20/EMA50 y MACD son alcistas, pero RSI neutral y volatilidad alta (ATR 264.83) combinan con señales recientes fallidas (0/5 aciertos). La ruptura de Bollinger no está confirmada, y el precio se acerca a la banda superior pero sin consolidación clara. La confianza es baja tras fracasos previos."
2026-06-13 12:51:01,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,low,0.0,0.0,0.0,"Bollinger band price near upper range (84%) with bullish EMA20/EMA50 crossover and MACD, but recent 5 signals all failed. Resistance at 63863.97 is immediate barrier; high ATR (264.83) and low confidence (0/5) justify caution."
2026-06-13 12:53:26,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63876.09,63476.66,63909.99,"EMA20 > EMA50 (alcista), MACD histograma positivo, precio cerca de resistencia Bollinger. Sin embargo, confianza baja debido a fallos recientes de señales."
2026-06-13 12:55:30,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,low,0.0,0.0,0.0,"Precio cerca de resistencia (63839.99) con MACD positivo y EMA20>EMA50, pero RSI neutral y aciertos recientes 0/5. Confianza baja tras señales adversas."
2026-06-13 12:57:38,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,63828.97,0.0,0.0,"Señales anteriores fallaron en 100% de los casos; aunque hay noticias positivas (optimismo de Irán), la volatilidad y falta de confluencia técnica (sin datos de indicadores) requieren cautela. Hold para evitar riesgos en un contexto de alta volatilidad y rendimiento reciente adverso."
2026-06-13 13:00:28,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,low,0.0,0.0,0.0,"Precio cerca de resistencia superior (63839.99) con RSI neutral (56.5), EMA20>EMA50 y MACD alcista. Sin embargo, aciertos recientes son 0/5 y volatilidad alta (ATR 266) requiere stops amplios. No hay confluencia clara para entrar."
2026-06-13 13:02:18,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,medium,0.0,0.0,0.0,"EMA20/EMA50 crossover y MACD positivo sugieren tendencia alcista, pero RSI neutral y resistencia inmediata (63863.97) cerca del precio. Aciertos recientes nulos y volatilidad alta (ATR=248.76) reducen confianza. No hay confluencia clara entre H1 y H4 (falta datos H4)."
2026-06-13 13:05:25,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,low,0.0,0.0,0.0,"RSI neutral, EMA20/50 y MACD muestran tendencia alcista, pero aciertos recientes son 0/5 y volatilidad elevada requiere cautela"
2026-06-13 13:07:12,MT4,btc-agent,BTCUSD,BUY,0.60,bullish,medium,63874.0,63499.8,63909.99,"EMA20 > EMA50 (alcista), MACD histograma positivo, precio cerca de resistencia. RSI neutral, confluencia de tendencia alcista."
2026-06-13 13:09:29,MT4,btc-agent,BTCUSD,HOLD,0.20,sideways,low,0.0,0.0,0.0,"Señales anteriores en este símbolo tienen 1/5 aciertos (confianza baja). Aunque el precio rebota por encima de $63k (noticia reciente), la volatilidad alta y la falta de confluencia técnica clara (sin datos de RSI/EMA/MACD) hacen que cualquier entrada sea riesgosa. Preferir hold hasta confirmar tendencia clara."
2026-06-13 13:11:34,MT4,btc-agent,BTCUSD,HOLD,0.20,bullish,high,0.0,0.0,0.0,"Bullish EMA20/EMA50 crossover and positive MACD, but price near upper Bollinger Band (63909.99) with RSI 58.5 (neutral). Recent signals show 1/5 accuracy, and ATR 254.62 suggests high volatility. Entry would require 1:1.5 risk/reward, but take_profit at next resistance (63953.83) only provides 0.056x reward. Hold to avoid adverse volatility."
2026-06-13 13:13:59,MT4,btc-agent,BTCUSD,BUY,0.30,bullish,medium,63913.59,63531.66,63927.99,"EMA20 > EMA50 (alcista), MACD histograma positivo, precio cerca de resistencia. RSI neutral, pero confluencia de medias móviles y MACD sugiere continuidad alcista."
2026-06-13 13:16:09,MT4,btc-agent,BTCUSD,HOLD,0.30,bullish,medium,0.0,0.0,0.0,"EMA20>EMA50 y MACD positivo sugieren tendencia alcista, pero RSI neutral y volatilidad alta (ATR 254) requieren stops amplios. La proximidad a resistencias (63953.83) y el bajo rendimiento reciente de señales (2/5 aciertos) reducen la confianza. No hay confluencia clara entre indicadores y el precio está cerca de niveles críticos."
2026-06-13 13:18:41,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63940.61,63426.83,64711.28,"EMA20 > EMA50 (alcista), MACD positivo y precio cerca de la banda superior de Bollinger. RSI neutral, pero con confluencia de medias móviles y MACD."
2026-06-13 13:21:33,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63955.54,63571.1,64147.76,"EMA20 > EMA50, MACD bullish, RSI neutral, price near upper Bollinger band with positive sentiment."
2026-06-13 13:24:09,MT4,btc-agent,BTCUSD,BUY,0.40,bullish,medium,63943.59,63559.16,63953.83,"EMA20 > EMA50 y precio encima de EMA20 (alcista), MACD positivo y histograma alcista. Precio cerca de resistencia Bollinger superior, pero RSI neutral. Confianza baja por historial reciente de señales adversas."
2026-06-13 13:27:02,MT4,btc-agent,BTCUSD,HOLD,0.30,sideways,low,0.0,0.0,0.0,"Falta información técnica clave (RSI, EMA, MACD, etc.) y el rendimiento reciente de señales muestra inestabilidad. La volatilidad del mercado y la falta de confluencia en indicadores técnicos justifican el hold."
